InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
    8870000       0.006349  5.512127e-06        83.736928         0.022761        83.722309         0.020738  0.49  0.22358
    8880000       0.006308  6.329934e-06        83.742601         0.029471        83.727726         0.020607  0.47  0.22559
    8890000       0.006268  6.488402e-06        83.713738         0.026663        83.718974         0.020465  0.40  0.22500
    8900000       0.006228  6.446452e-06        83.720552         0.015925        83.730794         0.020354  0.30  0.20346
    8910000       0.006188  6.328478e-06        83.729918         0.024919        83.720385         0.020216  0.41  0.22582
    8920000       0.006149  6.383396e-06        83.726728         0.014261        83.727057         0.020090  0.48  0.22471
    8930000       0.006110  6.208372e-06        83.723483         0.020494        83.711091         0.019968  0.45  0.22664
    8940000       0.006071  6.482004e-06        83.731212         0.029962        83.714971         0.019852  0.53  0.21672
    8950000       0.006033  6.376044e-06        83.724401         0.039022        83.704995         0.019756  0.41  0.22582
    8960000       0.005995  6.435502e-06        83.727070         0.026996        83.713043         0.019649  0.49  0.22358
    8970000       0.005957  6.386303e-06        83.739291         0.026565        83.721619         0.019528  0.53  0.21672
    8980000       0.005919  6.430984e-06        83.724981         0.020752        83.727041         0.019407  0.31  0.20670
    8990000       0.005882  6.400710e-06        83.730756         0.020507        83.715486         0.019291  0.46  0.22624
    9000000       0.005845  6.337293e-06        83.731842         0.032216        83.715846         0.019203  0.48  0.22471
    9010000       0.005808  6.284893e-06        83.713634         0.012054        83.711075         0.019064  0.49  0.22358
    9020000       0.005772  6.338739e-06        83.724079         0.022386        83.713285         0.018929  0.45  0.22664
    9030000       0.005736  6.324425e-06        83.719357         0.021373        83.714132         0.018824  0.41  0.22582
    9040000       0.005700  6.253247e-06        83.714705         0.017761        83.708437         0.018707  0.51  0.22062
    9050000       0.005664  6.283864e-06        83.718536         0.018978        83.707559         0.018602  0.56  0.20914
    9060000       0.005628  6.390260e-06        83.716225         0.013204        83.704598         0.018496  0.55  0.21189
    9070000       0.005593  6.339597e-06        83.714942         0.024266        83.718250         0.018380  0.36  0.21930
    9080000       0.005558  6.175194e-06        83.705904         0.017375        83.710834         0.018269  0.51  0.22062
    9090000       0.005523  6.109619e-06        83.740939         0.038608        83.718211         0.018148  0.45  0.22664
    9100000       0.005489  6.213445e-06        83.731270         0.017959        83.725537         0.018040  0.46  0.22624
    9110000       0.005454  6.299919e-06        83.729430         0.019148        83.719158         0.017934  0.34  0.21499
    9120000       0.005420  6.034921e-06        83.716748         0.023101        83.709186         0.017835  0.53  0.21672
    9130000       0.005387  6.312821e-06        83.736475         0.022802        83.720274         0.017743  0.39  0.22394
    9140000       0.005353  5.992309e-06        83.724263         0.031658        83.704968         0.017640  0.45  0.22664
    9150000       0.005320  5.854691e-06        83.700134         0.014020        83.702009         0.017536  0.47  0.22559
    9160000       0.005287  6.122911e-06        83.709840         0.017320        83.704458         0.017427  0.45  0.22664
    9170000       0.005254  6.332348e-06        83.715097         0.013354        83.710268         0.017305  0.54  0.21442
    9180000       0.005221  6.258321e-06        83.715513         0.019943        83.706369         0.017197  0.47  0.22559
    9190000       0.005189  6.359228e-06        83.712869         0.015024        83.714699         0.017076  0.40  0.22500
    9200000       0.005157  6.327521e-06        83.704561         0.013669        83.705806         0.017002  0.48  0.22471
    9210000       0.005125  6.340567e-06        83.705957         0.019482        83.705607         0.016885  0.44  0.22680
    9220000       0.005093  6.285785e-06        83.709081         0.016690        83.699370         0.016784  0.48  0.22471
    9230000       0.005061  6.090587e-06        83.708689         0.020558        83.692516         0.016700  0.56  0.20914
    9240000       0.005030  6.129795e-06        83.699981         0.017614        83.694322         0.016607  0.45  0.22664
    9250000       0.004999  6.131662e-06        83.699813         0.024303        83.692529         0.016503  0.50  0.22222
    9260000       0.004968  6.211720e-06        83.718836         0.028687        83.695475         0.016412  0.49  0.22358
    9270000       0.004938  6.286165e-06        83.698413         0.015423        83.696388         0.016312  0.37  0.22109
    9280000       0.004907  6.106845e-06        83.719206         0.025751        83.705502         0.016234  0.41  0.22582
    9290000       0.004877  6.162725e-06        83.716731         0.027559        83.701906         0.016113  0.44  0.22680
    9300000       0.004847  6.282917e-06        83.716059         0.030620        83.697526         0.016017  0.52  0.21879
    9310000       0.004817  6.112153e-06        83.701460         0.027475        83.698837         0.015932  0.47  0.22559
    9320000       0.004788  6.265191e-06        83.704545         0.010131        83.699464         0.015836  0.39  0.22394
    9330000       0.004758  5.998730e-06        83.708474         0.015275        83.701695         0.015743  0.52  0.21879
    9340000       0.004729  6.258350e-06        83.717313         0.026987        83.697512         0.015646  0.45  0.22664
    9350000       0.004700  6.254416e-06        83.701633         0.013021        83.694141         0.015557  0.48  0.22471
    9360000       0.004671  6.225101e-06        83.694815         0.014384        83.687260         0.015473  0.52  0.21879
    9370000       0.004643  6.234119e-06        83.704348         0.019850        83.694789         0.015374  0.61  0.19208
    9380000       0.004614  6.234225e-06        83.701571         0.017878        83.693321         0.015290  0.52  0.21879
    9390000       0.004586  6.181643e-06        83.702484         0.020079        83.689156         0.015192  0.40  0.22500
    9400000       0.004558  6.194990e-06        83.706894         0.023095        83.693735         0.015114  0.40  0.22500
    9410000       0.004530  6.188939e-06        83.702342         0.025132        83.689689         0.015036  0.45  0.22664
    9420000       0.004503  6.101923e-06        83.701605         0.016999        83.690627         0.014964  0.49  0.22358
    9430000       0.004476  6.162781e-06        83.706744         0.020330        83.698309         0.014875  0.39  0.22394
    9440000       0.004449  5.805924e-06        83.704579         0.029448        83.693269         0.014815  0.46  0.22624
    9450000       0.004422  6.139145e-06        83.705989         0.015953        83.699321         0.014724  0.42  0.22639
    9460000       0.004395  6.098974e-06        83.706106         0.017762        83.695549         0.014626  0.48  0.22471
    9470000       0.004369  6.110804e-06        83.703470         0.014935        83.699001         0.014547  0.44  0.22680
    9480000       0.004343  6.043033e-06        83.712288         0.023590        83.695805         0.014470  0.41  0.22582
    9490000       0.004317  6.040946e-06        83.688842         0.012157        83.687785         0.014393  0.43  0.22671
    9500000       0.004291  6.093558e-06        83.692163         0.022120        83.682333         0.014326  0.44  0.22680
    9510000       0.004265  6.013651e-06        83.689737         0.016290        83.690831         0.014243  0.43  0.22671
    9520000       0.004240  5.928732e-06        83.690818         0.016620        83.684032         0.014155  0.47  0.22559
    9530000       0.004214  5.934375e-06        83.701402         0.028577        83.689784         0.014076  0.50  0.22222
    9540000       0.004189  6.013165e-06        83.693416         0.017243        83.682389         0.013990  0.41  0.22582
    9550000       0.004164  6.096967e-06        83.686776         0.016506        83.686940         0.013901  0.46  0.22624
    9560000       0.004139  5.870568e-06        83.686243         0.015259        83.683658         0.013827  0.41  0.22582
    9570000       0.004115  6.112626e-06        83.697309         0.022849        83.685288         0.013722  0.47  0.22559
    9580000       0.004090  5.580778e-06        83.691080         0.023233        83.682802         0.013634  0.47  0.22559
    9590000       0.004065  6.113188e-06        83.691359         0.015440        83.680906         0.013551  0.41  0.22582
    9600000       0.004041  6.095198e-06        83.705586         0.022329        83.685163         0.013467  0.48  0.22471
    9610000       0.004017  6.117513e-06        83.691458         0.013909        83.686527         0.013383  0.50  0.22222
    9620000       0.003993  6.065464e-06        83.697054         0.017461        83.688002         0.013295  0.48  0.22471
    9630000       0.003969  5.865070e-06        83.687987         0.010316        83.684164         0.013218  0.37  0.22109
    9640000       0.003945  5.664602e-06        83.682850         0.015401        83.676234         0.013135  0.37  0.22109
    9650000       0.003921  5.857068e-06        83.679648         0.016842        83.675408         0.013077  0.48  0.22471
    9660000       0.003898  5.784862e-06        83.686519         0.019971        83.677729         0.013007  0.38  0.22264
    9670000       0.003874  6.027138e-06        83.682591         0.021479        83.682237         0.012921  0.44  0.22680
    9680000       0.003851  5.974627e-06        83.697889         0.021430        83.686568         0.012833  0.35  0.21726
    9690000       0.003828  6.130367e-06        83.698002         0.022846        83.692484         0.012755  0.36  0.21930
    9700000       0.003805  6.093183e-06        83.696994         0.018848        83.683566         0.012697  0.55  0.21189
    9710000       0.003782  5.947633e-06        83.689876         0.016942        83.686040         0.012623  0.49  0.22358
    9720000       0.003760  5.749075e-06        83.684520         0.013479        83.678724         0.012561  0.47  0.22559
    9730000       0.003737  5.940652e-06        83.696188         0.020924        83.683096         0.012499  0.46  0.22624
    9740000       0.003715  5.879585e-06        83.692684         0.020900        83.676168         0.012413  0.55  0.21189
    9750000       0.003693  6.043877e-06        83.695719         0.020157        83.679036         0.012326  0.48  0.22471
    9760000       0.003671  6.049755e-06        83.673036         0.012704        83.678881         0.012264  0.45  0.22664
    9770000       0.003649  6.036249e-06        83.679364         0.012894        83.680062         0.012184  0.40  0.22500
    9780000       0.003627  6.060556e-06        83.689842         0.022713        83.674188         0.012115  0.45  0.22664
    9790000       0.003606  5.956199e-06        83.682562         0.017395        83.672008         0.012056  0.52  0.21879
    9800000       0.003584  5.858935e-06        83.680621         0.013703        83.675513         0.011980  0.44  0.22680
    9810000       0.003563  6.027076e-06        83.685589         0.012445        83.676859         0.011922  0.39  0.22394
    9820000       0.003542  6.058244e-06        83.687119         0.011922        83.677181         0.011838  0.47  0.22559
    9830000       0.003521  6.048942e-06        83.677107         0.011678        83.673293         0.011782  0.40  0.22500
    9840000       0.003500  5.966766e-06        83.678112         0.009720        83.676201         0.011718  0.48  0.22471
    9850000       0.003479  5.994370e-06        83.686153         0.017199        83.673583         0.011659  0.50  0.22222
    9860000       0.003459  5.991933e-06        83.684328         0.011640        83.677185         0.011603  0.55  0.21189
    9870000       0.003438  6.021384e-06        83.686285         0.022512        83.674776         0.011525  0.33  0.21247
    9880000       0.003418  5.690490e-06        83.676675         0.012989        83.679155         0.011459  0.52  0.21879
    9890000       0.003398  5.977760e-06        83.682093         0.015071        83.676058         0.011397  0.37  0.22109
    9900000       0.003378  5.999911e-06        83.686984         0.017776        83.673270         0.011334  0.47  0.22559
    9910000       0.003358  5.964437e-06        83.684964         0.015054        83.676772         0.011276  0.50  0.22222
    9920000       0.003338  5.972411e-06        83.673938         0.012704        83.677134         0.011201  0.49  0.22358
    9930000       0.003319  5.960900e-06        83.680258         0.019036        83.673872         0.011146  0.55  0.21189
    9940000       0.003299  5.938404e-06        83.674148         0.017142        83.669142         0.011077  0.47  0.22559
    9950000       0.003280  5.974261e-06        83.671164         0.010032        83.668985         0.011022  0.47  0.22559
    9960000       0.003261  5.981849e-06        83.672180         0.010484        83.666973         0.010954  0.52  0.21879
    9970000       0.003242  5.931133e-06        83.673022         0.011023        83.668624         0.010887  0.51  0.22062
    9980000       0.003223  5.898217e-06        83.672921         0.005673        83.671217         0.010825  0.42  0.22639
    9990000       0.003204  5.970734e-06        83.686827         0.021018        83.675728         0.010767  0.47  0.22559
   10000000       0.003185  5.921744e-06        83.670340         0.011003        83.664648         0.010703  0.50  0.22222
   10010000       0.003166  5.942447e-06        83.665058         0.009537        83.666994         0.010645  0.50  0.22222
   10020000       0.003148  5.900403e-06        83.676214         0.019867        83.663844         0.010578  0.53  0.21672
   10030000       0.003129  5.896840e-06        83.672558         0.011554        83.667831         0.010519  0.44  0.22680
   10040000       0.003111  5.965648e-06        83.666590         0.007177        83.666776         0.010454  0.48  0.22471
   10050000       0.003093  5.943730e-06        83.677472         0.013765        83.668964         0.010394  0.43  0.22671
   10060000       0.003075  5.607718e-06        83.681369         0.019285        83.668379         0.010327  0.48  0.22471
   10070000       0.003057  5.987820e-06        83.671586         0.010783        83.664153         0.010263  0.34  0.21499
   10080000       0.003039  5.705700e-06        83.674525         0.013875        83.666630         0.010215  0.38  0.22264
   10090000       0.003021  5.970024e-06        83.680789         0.015659        83.674145         0.010153  0.37  0.22109
   10100000       0.003003  5.960912e-06        83.672759         0.021870        83.656844         0.010095  0.58  0.20296
   10110000       0.002986  5.912006e-06        83.667128         0.008343        83.666228         0.010043  0.40  0.22500
   10120000       0.002968  5.958566e-06        83.660966         0.006112        83.659253         0.009983  0.56  0.20914
   10130000       0.002951  5.757388e-06        83.667982         0.009919        83.662408         0.009921  0.65  0.17476
   10140000       0.002934  5.919347e-06        83.671263         0.015994        83.663580         0.009860  0.42  0.22639
   10150000       0.002917  5.953859e-06        83.677098         0.025365        83.663474         0.009805  0.39  0.22394
   10160000       0.002900  5.697009e-06        83.669356         0.014815        83.658798         0.009760  0.41  0.22582
   10170000       0.002883  5.826053e-06        83.668767         0.018427        83.661851         0.009704  0.51  0.22062
   10180000       0.002866  5.939378e-06        83.665710         0.013898        83.660519         0.009651  0.50  0.22222
   10190000       0.002849  5.470708e-06        83.668554         0.012719        83.659892         0.009598  0.45  0.22664
   10200000       0.002833  5.911044e-06        83.668043         0.010562        83.663060         0.009537  0.45  0.22664
   10210000       0.002816  5.917010e-06        83.663304         0.007121        83.662639         0.009493  0.38  0.22264
   10220000       0.002800  5.614475e-06        83.661809         0.006835        83.659523         0.009437  0.46  0.22624
   10230000       0.002784  5.912418e-06        83.663662         0.007024        83.660210         0.009386  0.48  0.22471
   10240000       0.002767  5.542436e-06        83.666654         0.014844        83.660159         0.009331  0.48  0.22471
   10250000       0.002751  5.625778e-06        83.663429         0.011905        83.660179         0.009267  0.46  0.22624
   10260000       0.002735  5.927496e-06        83.667548         0.011560        83.659930         0.009204  0.41  0.22582
   10270000       0.002719  5.916134e-06        83.663161         0.011254        83.657146         0.009145  0.43  0.22671
   10280000       0.002704  5.960068e-06        83.661431         0.011642        83.657668         0.009094  0.43  0.22671
   10290000       0.002688  5.942336e-06        83.664448         0.009918        83.662685         0.009033  0.44  0.22680
   10300000       0.002672  5.975556e-06        83.666063         0.013362        83.657876         0.008978  0.43  0.22671
   10310000       0.002656  5.978778e-06        83.660334         0.010340        83.657077         0.008923  0.49  0.22358
   10320000       0.002641  5.886141e-06        83.671009         0.017327        83.658455         0.008892  0.58  0.20296
   10330000       0.002626  5.830665e-06        83.659395         0.007332        83.657484         0.008841  0.42  0.22639
   10340000       0.002610  5.945656e-06        83.661459         0.011872        83.657082         0.008787  0.51  0.22062
   10350000       0.002595  5.863426e-06        83.667599         0.013749        83.657972         0.008735  0.48  0.22471
   10360000       0.002580  5.938583e-06        83.661246         0.011608        83.652254         0.008687  0.54  0.21442
   10370000       0.002565  5.808003e-06        83.661719         0.009864        83.657249         0.008628  0.50  0.22222
   10380000       0.002550  5.980462e-06        83.660220         0.010770        83.655095         0.008565  0.51  0.22062
   10390000       0.002535  5.686188e-06        83.664998         0.007832        83.660085         0.008508  0.46  0.22624
   10400000       0.002520  5.885086e-06        83.663590         0.012848        83.654228         0.008454  0.35  0.21726
   10410000       0.002505  5.986457e-06        83.667845         0.013363        83.657952         0.008413  0.36  0.21930
   10420000       0.002490  5.780136e-06        83.664304         0.012153        83.655077         0.008362  0.49  0.22358
   10430000       0.002476  5.898403e-06        83.669066         0.014038        83.658874         0.008317  0.52  0.21879
   10440000       0.002461  5.935688e-06        83.663379         0.011988        83.653970         0.008276  0.45  0.22664
   10450000       0.002447  5.420024e-06        83.662435         0.012478        83.653343         0.008229  0.50  0.22222
   10460000       0.002433  5.796960e-06        83.654992         0.007762        83.653170         0.008183  0.44  0.22680
   10470000       0.002418  5.895585e-06        83.654660         0.013176        83.654374         0.008130  0.46  0.22624
   10480000       0.002404  5.348039e-06        83.657408         0.009236        83.657465         0.008080  0.54  0.21442
   10490000       0.002390  5.891194e-06        83.653406         0.006749        83.654638         0.008037  0.52  0.21879
   10500000       0.002376  5.687611e-06        83.655223         0.007553        83.652644         0.007996  0.43  0.22671
   10510000       0.002362  5.927807e-06        83.654330         0.006596        83.651525         0.007939  0.53  0.21672
   10520000       0.002349  5.967554e-06        83.654758         0.012250        83.653398         0.007895  0.43  0.22671
   10530000       0.002335  5.939136e-06        83.653682         0.007457        83.650654         0.007863  0.40  0.22500
   10540000       0.002321  5.933768e-06        83.655200         0.007676        83.651128         0.007813  0.42  0.22639
   10550000       0.002308  5.914432e-06        83.656780         0.008595        83.652592         0.007782  0.42  0.22639
   10560000       0.002294  5.888871e-06        83.656995         0.010157        83.648730         0.007747  0.42  0.22639
   10570000       0.002281  5.894907e-06        83.657139         0.012422        83.651722         0.007700  0.55  0.21189
   10580000       0.002268  5.803503e-06        83.651473         0.009306        83.650378         0.007649  0.48  0.22471
   10590000       0.002255  5.821343e-06        83.659245         0.011271        83.653631         0.007624  0.40  0.22500
   10600000       0.002242  5.827115e-06        83.655548         0.005361        83.653815         0.007577  0.38  0.22264
   10610000       0.002229  5.848325e-06        83.657078         0.008956        83.653997         0.007531  0.49  0.22358
   10620000       0.002216  5.618538e-06        83.655515         0.012279        83.647820         0.007494  0.44  0.22680
   10630000       0.002203  5.741953e-06        83.657441         0.010087        83.650365         0.007453  0.54  0.21442
   10640000       0.002191  5.729090e-06        83.651108         0.008282        83.649215         0.007403  0.53  0.21672
   10650000       0.002178  5.491788e-06        83.652503         0.008375        83.646712         0.007367  0.54  0.21442
   10660000       0.002166  5.771638e-06        83.652682         0.013430        83.647425         0.007328  0.43  0.22671
   10670000       0.002153  5.524307e-06        83.649224         0.009680        83.647931         0.007297  0.42  0.22639
   10680000       0.002141  5.778795e-06        83.654333         0.011351        83.649830         0.007256  0.49  0.22358
   10690000       0.002129  5.672036e-06        83.646815         0.011684        83.645103         0.007213  0.53  0.21672
   10700000       0.002117  5.670031e-06        83.649411         0.005687        83.648155         0.007172  0.46  0.22624
   10710000       0.002104  5.463164e-06        83.660333         0.011334        83.654670         0.007130  0.45  0.22664
   10720000       0.002092  5.711466e-06        83.651937         0.009570        83.646599         0.007090  0.44  0.22680
   10730000       0.002080  5.512653e-06        83.652156         0.008509        83.646839         0.007049  0.52  0.21879
   10740000       0.002069  5.820341e-06        83.653256         0.009538        83.646661         0.007003  0.48  0.22471
   10750000       0.002057  5.819303e-06        83.649432         0.010038        83.643171         0.006961  0.52  0.21879
   10760000       0.002045  5.760313e-06        83.653051         0.010399        83.647274         0.006914  0.43  0.22671
